return_id,order_id,customer_id,return_date,return_reason,refund_amount
R001735,O0010298,C001316,2024-10-16,Size Issue,3404.38
R001736,O0009483,C003191,2023-02-18,Size Issue,4568.91
R001737,O0010186,C004865,2022-08-13,Late Delivery,676.25
R001738,O0019785,C002643,2022-10-11,Customer Changed Mind,37960.68
R001739,O0006380,C001921,2022-08-11,Customer Changed Mind,1834.37
R001740,O0015577,C003427,2023-08-13,Wrong Product,2156.65
R001741,O0024499,C001511,2022-05-21,Late Delivery,3990.92
R001742,O0016029,C002584,2026-02-04,Late Delivery,26650.57
R001743,O0022677,C000827,2023-12-19,Quality Issue,38870.8
R001744,O0018574,C004778,2022-11-02,Wrong Product,13246.17
R001745,O0023468,C000701,2022-02-02,Size Issue,642.65
R001746,O0005563,C003589,2026-06-07,Size Issue,1284.6
R001747,O0006251,C002183,2025-10-27,Size Issue,14430.71
R001748,O0014876,C001030,2023-10-23,Quality Issue,362.39
R001749,O0009642,C000934,2024-07-17,Customer Changed Mind,1169.3
R001750,O0025997,C001522,2024-10-29,Wrong Product,4013.09
R001751,O0021286,C002212,2026-06-05,Wrong Product,7670.39
R001752,O0004606,C003150,2023-06-23,Late Delivery,1291.34
R001753,O0015778,C002929,2025-12-09,Size Issue,63352.41
R001754,O0013480,C000427,2026-05-06,Size Issue,39571.28
R001755,O0007823,C005191,2025-04-02,Quality Issue,24720.29
R001756,O0013275,C003871,2025-05-13,Quality Issue,14448.21
R001757,O0004230,C002913,2023-05-12,Quality Issue,4688.87
R001758,O0016003,C002088,2025-08-26,Wrong Product,16614.32
R001759,O0020774,C001429,2022-04-19,Late Delivery,14098.35
R001760,O0006831,C000442,2023-09-20,Customer Changed Mind,13279.85
R001761,O0017495,C000999,2022-10-01,Wrong Product,3565.54
R001762,O0019899,C001030,2023-12-17,Late Delivery,91576.12
R001763,O0013090,C000512,2023-03-12,Damaged Product,494.96
R001764,O0012870,C005103,2022-12-06,Customer Changed Mind,25718.36
R001765,O0020646,C003674,2025-05-16,Wrong Product,3905.24
R001766,O0014609,C002502,2022-08-18,Size Issue,10368.28
R001767,O0023187,C004180,2024-10-28,Late Delivery,7286.68
R001768,O0014191,C004536,2023-05-12,Customer Changed Mind,1505.5
R001769,O0009737,C002590,2025-07-28,Late Delivery,2321.46
R001770,O0002313,C004304,2023-02-23,Damaged Product,3435.87
R001771,O0017489,C001598,2024-06-01,Wrong Product,20462.26
R001772,O0007932,C003231,2022-03-10,Wrong Product,7912.39
R001773,O0011439,C004259,2025-10-07,Quality Issue,14111.81
R001774,O0003620,C000560,2026-05-19,Customer Changed Mind,375.05
R001775,O0020923,C003729,2022-12-16,Late Delivery,821.98
R001776,O0025589,C001927,2022-11-06,Late Delivery,788.22
R001777,O0008810,C002733,2024-03-09,Late Delivery,4861.93
R001778,O0002430,C002112,2022-05-25,Late Delivery,34438.5
R001779,O0000165,C002074,2025-01-16,Quality Issue,23056.18
R001780,O0017602,C001193,2022-04-07,Customer Changed Mind,22747.15
R001781,O0014978,C000031,2025-11-16,Damaged Product,4844.48
R001782,O0003798,C005018,2022-11-30,Damaged Product,9743.16
R001783,O0009115,C002609,2025-05-10,Damaged Product,24333.2
R001784,O0015513,C003729,2024-01-01,Damaged Product,5506.06
R001785,O0002197,C002914,2023-06-12,Wrong Product,3753.67
R001786,O0016128,C001030,2024-05-16,Size Issue,215.29
R001787,O0024300,C001780,2024-12-10,Size Issue,13831.63
R001788,O0022071,C005050,2026-07-09,Damaged Product,869.76
R001789,O0016048,C000262,2023-07-29,Wrong Product,1315.1
R001790,O0018375,C003985,2025-01-07,Damaged Product,24786.54
R001791,O0012690,C000907,2022-02-19,Size Issue,4103.6
R001792,O0010760,C004536,2026-06-12,Size Issue,246.24
R001793,O0009601,C000998,2026-01-20,Customer Changed Mind,13161.99
R001794,O0001742,C000618,2025-05-14,Late Delivery,3334.31
R001795,O0009132,C003467,2022-11-25,Wrong Product,710.47
R001796,O0020609,C000898,2023-11-13,Quality Issue,34427.82
R001797,O0019737,C000571,2023-02-11,Customer Changed Mind,4610.23
R001798,O0014472,C002191,2022-08-23,Quality Issue,10304.23
R001799,O0024312,C002732,2022-05-17,Wrong Product,10789.97
R001800,O0025526,C003628,2024-05-07,Customer Changed Mind,7332.91
R001801,O0010631,C004333,2024-10-24,Damaged Product,24775.1
R001802,O0001231,C000427,2024-07-02,Quality Issue,53246.72
R001803,O0022023,C001157,2024-10-05,Size Issue,74570.43
R001804,O0002211,C003744,2022-09-12,Wrong Product,1174.9
R001805,O0025140,C001019,2024-09-30,Quality Issue,18101.88
R001806,O0008970,C004579,2026-05-10,Late Delivery,4456.37
R001807,O0008241,C000031,2023-04-05,Customer Changed Mind,2181.7
R001808,O0007870,C001331,2022-07-05,Wrong Product,2463.92
R001809,O0017224,C000299,2022-02-01,Damaged Product,445.87
R001810,O0001173,C000218,2022-11-30,Quality Issue,8931.27
R001811,O0021023,C001352,2026-03-25,Late Delivery,5306.0
R001812,O0024272,C000031,2025-07-20,Wrong Product,17491.08
R001813,O0009291,C004284,2024-10-10,Size Issue,1068.57
R001814,O0006435,C002068,2023-11-17,Customer Changed Mind,2216.32
R001815,O0014324,C001670,2025-03-26,Late Delivery,33915.42
R001816,O0005071,C001286,2023-02-08,Damaged Product,1128.41
R001817,O0021029,C000180,2024-02-19,Wrong Product,674.58
R001818,O0007916,C003194,2026-05-13,Wrong Product,47873.21
R001819,O0013913,C005072,2024-09-24,Wrong Product,2600.66
R001820,O0024655,C000673,2023-12-25,Late Delivery,7327.31
R001821,O0001150,C001094,2023-04-07,Wrong Product,1219.58
R001822,O0014363,C000639,2022-03-02,Damaged Product,15493.62
R001823,O0000985,C001310,2026-06-08,Late Delivery,5502.93
R001824,O0015376,C002470,2025-09-24,Size Issue,11365.46
R001825,O0006396,C003032,2023-11-12,Quality Issue,2032.82
R001826,O0019702,C004780,2023-05-25,Customer Changed Mind,5178.46
R001827,O0011792,C002382,2023-01-02,Wrong Product,3501.31
R001828,O0006794,C004279,2022-09-03,Quality Issue,7723.4
R001829,O0005002,C000028,2024-10-15,Damaged Product,27151.62
R001830,O0021896,C001661,2023-09-27,Size Issue,3725.58
R001831,O0010584,C004882,2025-07-14,Quality Issue,2157.41
R001832,O0012654,C003745,2024-07-12,Size Issue,7668.33
R001833,O0007647,C000111,2022-04-10,Size Issue,30109.56
R001834,O0021471,C000103,2024-11-03,Damaged Product,17334.02
R001835,O0002675,C003800,2023-12-16,Wrong Product,13754.57
R001836,O0006718,C002931,2025-04-21,Damaged Product,2279.83
R001837,O0025679,C001775,2022-09-01,Size Issue,2272.65
R001838,O0015561,C004894,2024-04-23,Size Issue,149842.37
R001839,O0025715,C001730,2024-08-21,Damaged Product,4968.73
R001840,O0004995,C004354,2026-04-30,Quality Issue,500.86
R001841,O0010288,C002178,2022-12-26,Customer Changed Mind,1610.4
R001842,O0024768,C001038,2024-07-12,Late Delivery,21455.61
R001843,O0001365,C000638,2022-02-04,Size Issue,73554.8
R001844,O0009089,C004755,2025-12-15,Quality Issue,617.39
R001845,O0018478,C001671,2024-06-27,Wrong Product,3168.43
R001846,O0020778,C000529,2025-09-11,Customer Changed Mind,462.71
R001847,O0024562,C005022,2024-11-24,Wrong Product,53918.26
R001848,O0019023,C004460,2023-12-07,Damaged Product,1606.13
R001849,O0009227,C004999,2026-02-23,Wrong Product,22311.86
R001850,O0014002,C000276,2025-01-01,Late Delivery,14506.43
R001851,O0023875,C003419,2026-08-03,Size Issue,482.25
R001852,O0012914,C003786,2023-12-02,Damaged Product,6374.02
R001853,O0012154,C000273,2022-11-15,Damaged Product,3486.21
R001854,O0022143,C001030,2022-07-24,Size Issue,12563.86
R001855,O0017141,C001775,2024-06-23,Late Delivery,1649.32
R001856,O0016001,C003863,2024-04-18,Late Delivery,1773.48
R001857,O0012507,C000618,2026-02-25,Size Issue,8141.93
R001858,O0000656,C001837,2023-09-12,Wrong Product,6531.6
R001859,O0012137,C000675,2023-05-01,Damaged Product,31339.26
R001860,O0025792,C005144,2023-06-19,Late Delivery,5230.21
R001861,O0021228,C002845,2023-08-04,Customer Changed Mind,17738.76
R001862,O0021774,C000998,2023-01-20,Customer Changed Mind,846.02
R001863,O0023010,C002710,2023-06-28,Damaged Product,4374.82
R001864,O0016686,C001795,2025-09-28,Size Issue,108883.31
R001865,O0025164,C001232,2023-11-17,Size Issue,10160.72
R001866,O0011996,C004553,2026-09-15,Damaged Product,3735.29
R001867,O0024299,C002712,2024-09-28,Quality Issue,338.01
R001868,O0008479,C003851,2023-11-17,Wrong Product,2186.21
R001869,O0005272,C004719,2024-09-23,Damaged Product,199.46
R001870,O0008997,C001181,2022-05-24,Wrong Product,2089.47
R001871,O0007697,C004059,2022-07-21,Damaged Product,21985.23
R001872,O0011834,C000912,2024-05-02,Late Delivery,921.19
R001873,O0010843,C000882,2022-11-19,Quality Issue,3869.93
R001874,O0003255,C000381,2025-06-02,Customer Changed Mind,13927.26
R001875,O0016756,C004784,2024-09-20,Quality Issue,902.18
R001876,O0000963,C002309,2022-07-21,Customer Changed Mind,4757.0
R001877,O0013240,C000659,2024-06-13,Damaged Product,878.84
R001878,O0008277,C002131,2023-09-05,Customer Changed Mind,1243.43
R001879,O0012333,C004642,2025-02-20,Wrong Product,849.37
R001880,O0025678,C004084,2024-12-03,Size Issue,217.92
R001881,O0019582,C001180,2023-01-04,Wrong Product,2239.02
R001882,O0003381,C001789,2022-04-30,Customer Changed Mind,8695.79
R001883,O0023171,C000730,2022-03-13,Damaged Product,392.65
R001884,O0015892,C001488,2025-06-04,Damaged Product,7975.1
R001885,O0017853,C000877,2024-10-05,Late Delivery,11377.34
R001886,O0001067,C000651,2024-05-22,Quality Issue,3642.11
R001887,O0012621,C004317,2025-03-25,Quality Issue,3163.65
R001888,O0009278,C001074,2026-07-04,Quality Issue,12311.89
R001889,O0021593,C001634,2024-07-24,Late Delivery,8019.33
R001890,O0011342,C002052,2025-09-06,Size Issue,6241.45
R001891,O0014394,C000031,2024-07-24,Size Issue,541.74
R001892,O0021678,C000265,2024-01-28,Late Delivery,24970.44
R001893,O0019974,C003808,2023-11-26,Damaged Product,97088.86
R001894,O0015290,C000516,2022-07-12,Customer Changed Mind,2617.26
R001895,O0012576,C002766,2024-04-24,Size Issue,3257.84
R001896,O0006171,C000898,2024-08-29,Late Delivery,1583.25
R001897,O0002897,C000655,2024-01-21,Customer Changed Mind,5359.46
R001898,O0006566,C000433,2023-05-05,Customer Changed Mind,2291.29
R001899,O0023981,C002289,2025-08-21,Damaged Product,25055.16
R001900,O0022149,C004866,2022-03-09,Size Issue,1047.75
R001901,O0013243,C002300,2024-10-29,Damaged Product,11992.11
R001902,O0001264,C004721,2025-12-05,Wrong Product,23361.7
R001903,O0010127,C001798,2022-04-26,Late Delivery,25625.07
R001904,O0025281,C001690,2026-04-21,Damaged Product,5140.15
R001905,O0024931,C002006,2023-11-17,Quality Issue,24920.46
R001906,O0007061,C001236,2024-09-27,Quality Issue,5871.09
R001907,O0005700,C000129,2025-02-03,Late Delivery,1223.45
R001908,O0006754,C004493,2023-12-20,Damaged Product,80443.5
R001909,O0021620,C001742,2024-10-06,Late Delivery,2376.13
R001910,O0018217,C001789,2023-02-06,Wrong Product,22909.3
R001911,O0020047,C001744,2022-04-11,Size Issue,975.15
R001912,O0017337,C003438,2025-06-24,Wrong Product,750.18
R001913,O0008919,C000181,2023-03-07,Quality Issue,98515.68
R001914,O0020445,C005055,2023-05-03,Customer Changed Mind,5983.91
R001915,O0007057,C003779,2023-09-23,Wrong Product,1955.35
R001916,O0000155,C001160,2024-03-06,Customer Changed Mind,2066.33
R001917,O0013703,C004264,2023-08-21,Damaged Product,43807.68
R001918,O0012962,C003484,2026-04-25,Late Delivery,1014.31
R001919,O0015293,C004666,2025-03-24,Late Delivery,18219.18
R001920,O0008583,C003046,2024-05-14,Quality Issue,831.39
R001921,O0022101,C003466,2025-03-15,Wrong Product,1558.28
R001922,O0021222,C003238,2023-10-28,Damaged Product,9478.84
R001923,O0020831,C004689,2025-04-22,Late Delivery,318.64
R001924,O0024287,C000827,2025-05-20,Size Issue,4998.57
R001925,O0000212,C001970,2024-01-21,Quality Issue,380.57
R001926,O0000166,C000854,2025-12-28,Wrong Product,408.79
R001927,O0022951,C003365,2024-04-11,Quality Issue,1167.95
R001928,O0015782,C001634,2026-09-01,Wrong Product,2026.69
R001929,O0002583,C001986,2025-07-02,Size Issue,5033.08
R001930,O0013558,C003023,2024-07-22,Late Delivery,1442.05
R001931,O0015010,C003453,2023-08-26,Quality Issue,12998.38
R001932,O0005463,C003610,2023-07-30,Late Delivery,31107.3
R001933,O0004124,C000343,2026-01-08,Damaged Product,2431.84
R001934,O0009457,C003018,2022-04-26,Wrong Product,740.34
R001935,O0022767,C001331,2024-12-31,Wrong Product,30715.46
R001936,O0012119,C002230,2026-03-09,Wrong Product,21000.8
R001937,O0023044,C004860,2023-02-14,Size Issue,3470.11
R001938,O0012422,C001030,2025-09-24,Late Delivery,4080.95
R001939,O0023529,C003191,2023-02-08,Customer Changed Mind,575.45
R001940,O0005115,C000920,2026-01-07,Damaged Product,18998.33
R001941,O0001551,C001030,2024-11-18,Quality Issue,19837.03
R001942,O0020477,C000735,2023-03-01,Size Issue,203.59
R001943,O0003718,C002568,2026-08-08,Quality Issue,35557.05
R001944,O0019680,C002867,2023-11-02,Damaged Product,5216.0
R001945,O0006463,C001107,2023-05-04,Quality Issue,202.92
R001946,O0017046,C002020,2023-01-05,Damaged Product,1914.04
R001947,O0020308,C003053,2023-02-22,Size Issue,3212.75
R001948,O0025041,C000595,2023-10-07,Quality Issue,6929.74
R001949,O0022755,C002565,2023-11-02,Damaged Product,1279.74
R001950,O0018112,C005017,2025-05-13,Quality Issue,3908.32
R001951,O0003682,C002427,2022-07-28,Damaged Product,208.99
R001952,O0016132,C004364,2022-06-13,Damaged Product,2067.65
R001953,O0003856,C000282,2023-06-17,Quality Issue,1683.89
R001954,O0020567,C002502,2026-05-18,Late Delivery,1993.09
R001955,O0017195,C004624,2024-08-05,Damaged Product,994.78
R001956,O0011532,C000791,2025-08-04,Damaged Product,1989.65
R001957,O0024492,C001246,2022-05-19,Quality Issue,1007.04
R001958,O0011836,C003424,2024-02-01,Wrong Product,2852.82
R001959,O0023295,C005081,2026-03-22,Damaged Product,1176.96
R001960,O0018424,C001056,2025-04-01,Size Issue,42078.99
R001961,O0015988,C001099,2025-01-12,Damaged Product,2252.13
R001962,O0019113,C002552,2023-08-02,Late Delivery,287.66
R001963,O0014443,C003498,2025-12-06,Customer Changed Mind,648.48
R001964,O0022282,C000211,2023-08-07,Late Delivery,14226.62
R001965,O0009604,C002967,2024-08-19,Wrong Product,3188.37
R001966,O0016034,C001901,2023-12-18,Wrong Product,5081.88
R001967,O0025326,C002406,2023-05-07,Customer Changed Mind,9887.4
R001968,O0007070,C003419,2022-06-15,Damaged Product,106389.69
R001969,O0015622,C004406,2026-06-17,Quality Issue,3156.88
R001970,O0012991,C002179,2025-12-12,Quality Issue,27591.51
R001971,O0024474,C000179,2025-04-29,Quality Issue,8267.66
R001972,O0001043,C002076,2022-09-23,Wrong Product,11419.7
R001973,O0014516,C003481,2022-12-22,Quality Issue,6916.41
R001974,O0009487,C002103,2022-03-05,Quality Issue,12117.05
R001975,O0015132,C000607,2026-08-29,Late Delivery,5773.95
R001976,O0008698,C003341,2024-02-12,Wrong Product,7380.8
R001977,O0017330,C002806,2024-06-05,Customer Changed Mind,816.38
R001978,O0012820,C004514,2023-05-13,Customer Changed Mind,1177.96
R001979,O0024472,C004084,2024-02-29,Wrong Product,3802.21
R001980,O0009755,C000031,2024-02-10,Wrong Product,3350.01
R001981,O0008124,C001901,2023-06-18,Late Delivery,2296.21
R001982,O0008789,C002435,2022-10-03,Size Issue,3383.91
R001983,O0002151,C000705,2022-10-01,Damaged Product,2926.0
R001984,O0012497,C002677,2023-11-06,Wrong Product,4443.1
R001985,O0005026,C001409,2023-06-25,Damaged Product,9787.56
R001986,O0013903,C003158,2023-03-26,Size Issue,376.18
R001987,O0017451,C003254,2022-09-07,Customer Changed Mind,1084.28
R001988,O0018286,C001742,2026-04-08,Customer Changed Mind,330.54
R001989,O0018888,C004483,2022-07-04,Customer Changed Mind,95505.26
R001990,O0007724,C001149,2022-11-25,Damaged Product,5750.73
R001991,O0006436,C001362,2024-07-29,Customer Changed Mind,5048.62
R001992,O0022040,C000630,2025-04-07,Damaged Product,483.36
R001993,O0019803,C001167,2026-04-10,Late Delivery,3557.53
R001994,O0011117,C003609,2023-06-30,Customer Changed Mind,2031.03
R001995,O0007649,C002693,2022-08-27,Size Issue,27575.35
R001996,O0020998,C004307,2023-07-02,Wrong Product,49253.91
R001997,O0023460,C001905,2022-02-25,Customer Changed Mind,9105.47
R001998,O0009064,C001269,2024-07-03,Damaged Product,94431.82
R001999,O0007233,C001702,2025-07-28,Wrong Product,7033.61
R002000,O0023724,C000031,2023-04-27,Wrong Product,38726.79
R002001,O0001910,C002406,2024-04-06,Damaged Product,2910.93
R002002,O0020891,C004285,2025-06-13,Damaged Product,57294.51
R002003,O0019000,C003242,2024-05-26,Wrong Product,19894.23
R002004,O0020653,C000809,2022-10-17,Customer Changed Mind,21662.9
R002005,O0007868,C001099,2025-06-28,Customer Changed Mind,2731.72
R002006,O0008630,C002761,2022-06-12,Size Issue,17171.62
R002007,O0013341,C003615,2025-04-11,Damaged Product,16718.16
R002008,O0012100,C002884,2022-08-30,Damaged Product,1101.39
R002009,O0021623,C003496,2025-10-12,Quality Issue,612.1
R002010,O0025733,C003985,2022-06-04,Late Delivery,8293.71
R002011,O0004830,C001967,2024-08-05,Customer Changed Mind,8649.89
R002012,O0024592,C003317,2025-10-30,Quality Issue,7665.42
R002013,O0000693,C001927,2026-07-01,Late Delivery,3553.44
R002014,O0020782,C001553,2024-10-22,Size Issue,16876.44
R002015,O0002299,C000550,2026-08-12,Quality Issue,8610.06
R002016,O0000877,C002497,2023-09-21,Late Delivery,1642.19
R002017,O0006813,C001634,2025-09-20,Late Delivery,33327.65
R002018,O0016020,C001890,2025-12-02,Customer Changed Mind,12977.0
R002019,O0006016,C004350,2025-03-02,Customer Changed Mind,455.18
R002020,O0021499,C001847,2022-07-24,Damaged Product,12020.27
R002021,O0012958,C002470,2022-02-11,Quality Issue,1158.13
R002022,O0012836,C002126,2022-05-21,Size Issue,804.58
R002023,O0019532,C000330,2024-05-23,Customer Changed Mind,4722.73
R002024,O0016396,C000783,2022-11-26,Wrong Product,39978.77
R002025,O0009869,C003513,2022-11-09,Wrong Product,2636.6
R002026,O0023393,C001832,2024-03-06,Late Delivery,1187.41
R002027,O0008552,C004524,2022-03-24,Quality Issue,21389.28
R002028,O0014302,C001326,2022-01-25,Size Issue,5490.77
R002029,O0007895,C002951,2022-09-20,Wrong Product,1362.63
R002030,O0020499,C001696,2022-11-18,Quality Issue,2015.94
R002031,O0008201,C000405,2022-05-13,Wrong Product,2321.78
R002032,O0001966,C005001,2025-06-17,Quality Issue,7789.85
R002033,O0017379,C001775,2022-05-31,Wrong Product,15137.6
R002034,O0018177,C004261,2024-01-09,Customer Changed Mind,222.38
R002035,O0019938,C003466,2024-03-02,Late Delivery,19886.64
R002036,O0013244,C000031,2026-08-09,Damaged Product,25489.94
R002037,O0016286,C003967,2026-03-19,Wrong Product,27392.49
R002038,O0025103,C001340,2022-09-24,Quality Issue,1650.37
R002039,O0006236,C000795,2022-04-22,Quality Issue,6407.16
R002040,O0008274,C005062,2023-11-29,Damaged Product,1449.9
R002041,O0019908,C004647,2026-06-13,Customer Changed Mind,7324.85
R002042,O0015096,C003679,2024-05-04,Damaged Product,14180.91
R002043,O0001702,C002418,2024-10-15,Wrong Product,838.73
R002044,O0011105,C003498,2022-02-18,Wrong Product,420.83
R002045,O0025169,C002641,2024-08-22,Customer Changed Mind,105072.23
R002046,O0003026,C001470,2024-02-01,Customer Changed Mind,8421.42
R002047,O0021814,C003290,2025-03-18,Quality Issue,78619.57
R002048,O0007951,C001574,2023-01-07,Customer Changed Mind,13326.83
R002049,O0000229,C004629,2025-01-14,Wrong Product,4623.84
R002050,O0010273,C003911,2024-02-05,Customer Changed Mind,3419.77
R002051,O0003666,C000391,2026-09-17,Late Delivery,2337.82
R002052,O0004161,C004556,2023-02-19,Customer Changed Mind,2156.78
R002053,O0003851,C001974,2026-01-19,Customer Changed Mind,28382.78
R002054,O0025999,C003000,2024-06-04,Size Issue,2599.9
R002055,O0024223,C004134,2022-06-18,Customer Changed Mind,6415.43
R002056,O0013840,C003192,2023-01-13,Customer Changed Mind,831.09
R002057,O0021242,C004357,2025-04-09,Size Issue,744.84
R002058,O0023877,C004227,2025-07-30,Wrong Product,39569.4
R002059,O0001553,C003545,2024-01-05,Size Issue,3752.91
R002060,O0014839,C002614,2025-04-27,Customer Changed Mind,2877.05
R002061,O0002580,C002967,2026-02-17,Damaged Product,463.94
R002062,O0008504,C001065,2026-05-16,Customer Changed Mind,6131.38
R002063,O0009703,C001643,2026-03-19,Quality Issue,878.44
R002064,O0006216,C001030,2025-06-11,Customer Changed Mind,3086.06
R002065,O0025263,C001239,2025-10-02,Wrong Product,4616.07
R002066,O0020576,C000103,2023-03-25,Customer Changed Mind,15246.89
R002067,O0005507,C004204,2024-11-16,Late Delivery,9021.33
R002068,O0024068,C003124,2022-05-11,Size Issue,1041.44
R002069,O0012738,C003231,2022-08-16,Customer Changed Mind,8711.58
R002070,O0009773,C000442,2022-01-26,Late Delivery,2404.73
R002071,O0004699,C004733,2022-08-21,Size Issue,5122.22
R002072,O0018225,C003506,2024-11-19,Wrong Product,28591.42
R002073,O0023851,C004860,2024-10-17,Size Issue,87585.82
R002074,O0008958,C002694,2026-06-05,Damaged Product,8213.63
R002075,O0022618,C003926,2025-10-14,Wrong Product,1804.97
R002076,O0016973,C000992,2025-06-24,Damaged Product,1656.61
R002077,O0010495,C002300,2024-03-20,Customer Changed Mind,1042.36
R002078,O0004148,C001614,2026-08-05,Customer Changed Mind,14294.55
R002079,O0000354,C002611,2022-12-17,Wrong Product,1132.26
R002080,O0023025,C005035,2023-06-14,Wrong Product,272.26
R002081,O0024837,C001104,2023-09-01,Wrong Product,5853.05
R002082,O0007760,C004780,2026-05-26,Customer Changed Mind,52964.77
R002083,O0022253,C000031,2024-05-17,Quality Issue,9651.09
R002084,O0014645,C002134,2025-03-29,Quality Issue,1976.13
R002085,O0024868,C004209,2025-02-13,Size Issue,2341.05
R002086,O0009987,C003432,2026-08-15,Size Issue,3280.74
R002087,O0001763,C002072,2023-05-31,Wrong Product,4723.96
R002088,O0015710,C001972,2026-06-28,Late Delivery,24527.84
R002089,O0018589,C004894,2026-07-27,Customer Changed Mind,3029.39
R002090,O0015496,C001663,2024-02-03,Late Delivery,874.18
R002091,O0004629,C004304,2022-03-06,Damaged Product,78245.82
R002092,O0003942,C001094,2024-01-13,Damaged Product,20666.67
R002093,O0021432,C002609,2022-12-24,Size Issue,2589.23
R002094,O0009232,C000526,2022-10-26,Customer Changed Mind,1934.04
R002095,O0025846,C001987,2025-01-25,Damaged Product,3632.41
R002096,O0013433,C002268,2022-05-23,Size Issue,386.63
R002097,O0000993,C000560,2023-06-27,Damaged Product,314.21
R002098,O0007069,C001121,2023-05-16,Quality Issue,13451.36
R002099,O0013382,C002055,2022-05-03,Customer Changed Mind,3786.06
R002100,O0025775,C004330,2022-08-02,Size Issue,1722.52
R002101,O0010586,C003364,2022-03-26,Size Issue,9394.8
R002102,O0018484,C002230,2025-11-23,Late Delivery,4374.54
R002103,O0005382,C000061,2023-02-22,Damaged Product,1864.13
R002104,O0004772,C000127,2026-02-05,Late Delivery,1568.47
R002105,O0009127,C004197,2023-03-02,Late Delivery,6353.54
R002106,O0009298,C003014,2023-03-21,Late Delivery,34369.95
R002107,O0001387,C004629,2025-08-08,Customer Changed Mind,9209.71
R002108,O0016471,C005173,2022-05-31,Customer Changed Mind,583.29
R002109,O0018058,C004485,2022-06-21,Size Issue,385.63
R002110,O0013888,C003220,2025-12-18,Wrong Product,9500.55
R002111,O0024530,C003786,2026-02-01,Size Issue,34037.32
R002112,O0007184,C002639,2026-01-03,Wrong Product,18561.76
R002113,O0013030,C000193,2023-10-04,Size Issue,1722.01
R002114,O0024831,C004888,2023-02-16,Wrong Product,19024.8
R002115,O0001989,C000577,2025-03-10,Quality Issue,759.28
R002116,O0010383,C003220,2022-05-30,Quality Issue,1447.57
R002117,O0010525,C000888,2022-06-23,Wrong Product,13280.65
R002118,O0013213,C004293,2023-08-27,Quality Issue,556.92
R002119,O0018710,C003809,2022-04-01,Late Delivery,28717.62
R002120,O0020882,C001316,2023-04-25,Quality Issue,5918.23
R002121,O0023880,C000988,2023-09-12,Size Issue,1428.05
R002122,O0001023,C005085,2025-07-14,Size Issue,730.53
R002123,O0012243,C000633,2026-04-21,Quality Issue,1143.56
R002124,O0005996,C005013,2023-04-05,Quality Issue,8653.28
R002125,O0007564,C000451,2024-09-11,Size Issue,996.36
R002126,O0003611,C004997,2023-06-22,Wrong Product,1219.15
R002127,O0014048,C003018,2024-07-13,Customer Changed Mind,762.25
R002128,O0016174,C004400,2024-09-30,Damaged Product,2325.32
R002129,O0019891,C002153,2022-03-07,Late Delivery,4695.17
R002130,O0003700,C004923,2024-02-16,Late Delivery,17900.32
R002131,O0000081,C001600,2023-07-20,Late Delivery,19652.04
R002132,O0003168,C003549,2026-09-18,Size Issue,1114.94
R002133,O0015391,C003780,2024-08-24,Wrong Product,61333.39
R002134,O0010060,C001302,2024-07-03,Quality Issue,11174.84
R002135,O0015512,C001584,2022-12-21,Customer Changed Mind,4995.28
R002136,O0010255,C002238,2025-02-08,Customer Changed Mind,9945.17
R002137,O0017862,C003960,2022-10-19,Wrong Product,16314.54
R002138,O0002398,C002615,2023-05-29,Late Delivery,6317.09
R002139,O0022680,C004840,2022-09-03,Wrong Product,8293.66
R002140,O0007897,C000671,2025-12-28,Late Delivery,2808.52
R002141,O0011334,C000863,2023-12-03,Damaged Product,3575.82
R002142,O0004500,C001212,2026-02-07,Customer Changed Mind,56802.75
R002143,O0003080,C001399,2022-10-01,Quality Issue,527.9
R002144,O0021495,C000329,2026-08-26,Size Issue,127880.13
R002145,O0002619,C001832,2025-06-15,Damaged Product,15017.26
R002146,O0019086,C000031,2022-04-26,Late Delivery,7860.48
R002147,O0016864,C001212,2025-12-01,Damaged Product,1007.9
R002148,O0019321,C000282,2024-11-17,Size Issue,1001.06
R002149,O0006893,C004180,2022-06-06,Customer Changed Mind,22598.45
R002150,O0011355,C000563,2025-02-15,Quality Issue,6035.75
R002151,O0002669,C001866,2026-01-15,Wrong Product,1102.36
R002152,O0008375,C004248,2024-06-14,Wrong Product,12591.77
R002153,O0012307,C000429,2023-12-07,Wrong Product,3123.03
R002154,O0024525,C004401,2026-03-02,Late Delivery,3415.19
R002155,O0003626,C001484,2024-08-13,Damaged Product,1544.15
R002156,O0001726,C002429,2025-08-11,Late Delivery,13772.85
R002157,O0003712,C004510,2022-12-26,Customer Changed Mind,25434.99
R002158,O0022626,C004743,2025-05-30,Quality Issue,590.54
R002159,O0007888,C001914,2022-09-07,Customer Changed Mind,17627.39
R002160,O0021846,C004228,2022-08-10,Wrong Product,167852.47
R002161,O0007121,C001908,2024-05-29,Wrong Product,1534.48
R002162,O0010849,C001140,2022-01-30,Late Delivery,12659.29
R002163,O0016884,C000031,2022-04-04,Customer Changed Mind,6721.71
R002164,O0007598,C004475,2024-06-01,Size Issue,39671.68
R002165,O0004480,C004524,2026-05-16,Wrong Product,5279.22
R002166,O0012618,C004292,2024-04-03,Wrong Product,165.04
R002167,O0011448,C004535,2026-02-05,Wrong Product,13251.61
